32700.00, 75, 5
32700.20, 31, 5
32700.40, 26, 5
32700.60, 17, 5
32700.80, 7, 5
32701.00, 0, 5
32701.20, 0, 5
32701.40, 17, 5
32701.60, 42, 5
32701.80, 69, 5
32702.00, 84, 5
32702.20, 75, 5
32702.40, 55, 5
32702.60, 32, 5
32702.80, 8, 5
32703.00, 0, 6
32703.20, 14, 5
32703.40, 37, 5
32703.60, 63, 5
32703.80, 164, 5
32704.00, 156, 5
32704.20, 117, 5
32704.40, 65, 6
32704.60, 12, 5
32704.80, 0, 5
32705.00, 11, 5
32705.20, 70, 6
32705.40, 126, 5
32705.60, 182, 6
32705.80, 205, 5
32706.00, 161, 6
32706.20, 96, 6
32706.40, 40, 6
32706.60, 0, 6
32706.80, 0, 6
32707.00, 34, 6
32707.20, 95, 6
32707.40, 150, 6
32707.60, 190, 6
32707.80, 183, 6
32708.00, 138, 6
32708.20, 78, 6
32708.40, 25, 6
32708.60, 2, 6
32708.80, 0, 6
32709.00, 36, 6
32709.20, 85, 6
32709.40, 127, 6
32709.60, 156, 6
32709.80, 153, 5
32710.00, 116, 6
32710.20, 64, 6
32710.40, 16, 6
32710.60, 0, 6
32710.80, 9, 6
32711.00, 52, 6
32711.20, 65, 6
32711.40, 88, 6
32711.60, 93, 6
32711.80, 84, 6
32712.00, 69, 6
32712.20, 51, 6
32712.40, 30, 6
32712.60, 16, 6
32712.80, 22, 6
32713.00, 42, 7
32713.20, 62, 6
32713.40, 84, 6
32713.60, 90, 7
32713.80, 79, 7
32714.00, 61, 6
32714.20, 41, 6
32714.40, 19, 7
32714.60, 23, 7
32714.80, 41, 6
32715.00, 62, 7
32715.20, 84, 7
32715.40, 93, 7
32715.60, 79, 7
32715.80, 60, 7
32716.00, 37, 7
32716.20, 17, 7
32716.40, 26, 7
32716.60, 44, 7
32716.80, 65, 7
32717.00, 88, 7
32717.20, 94, 7
32717.40, 79, 7
32717.60, 60, 7
32717.80, 37, 8
32718.00, 20, 7
32718.20, 16, 7
32718.40, 73, 7
32718.60, 124, 7
32718.80, 168, 7
32719.00, 171, 8
32719.20, 127, 8
32719.40, 70, 7
32719.60, 13, 7
32719.80, 0, 8
32720.00, 31, 8
32720.20, 123, 7
32720.40, 207, 8
32720.60, 244, 8
32720.80, 218, 8
32721.00, 143, 8
32721.20, 53, 8
32721.40, 0, 8
32721.60, 1, 8
32721.80, 60, 9
32722.00, 150, 8
32722.20, 217, 8
32722.40, 232, 8
32722.60, 194, 8
32722.80, 115, 8
32723.00, 34, 9
32723.20, 0, 8
32723.40, 6, 9
32723.60, 69, 9
32723.80, 137, 8
32724.00, 193, 9
32724.20, 212, 9
32724.40, 183, 9
32724.60, 117, 9
32724.80, 50, 8
32725.00, 3, 9
32725.20, 0, 9
32725.40, 30, 10
32725.60, 100, 9
32725.80, 160, 9
32726.00, 183, 9
32726.20, 184, 9
32726.40, 142, 9
32726.60, 86, 9
32726.80, 27, 9
32727.00, 0, 10
32727.20, 5, 10
32727.40, 59, 10
32727.60, 120, 9
32727.80, 171, 10
32728.00, 204, 10
32728.20, 200, 10
32728.40, 139, 10
32728.60, 75, 10
32728.80, 21, 9
32729.00, 52, 10
32729.20, 10, 11
32729.40, 83, 10
32729.60, 139, 11
32729.80, 223, 11
32730.00, 230, 11
32730.20, 190, 11
32730.40, 114, 11
32730.60, 58, 11
32730.80, 23, 11
32731.00, 11, 37
32731.20, 30, 11
32731.40, 71, 11
32731.60, 116, 12
32731.80, 155, 12
32732.00, 148, 12
32732.20, 114, 12
32732.40, 67, 12
32732.60, 23, 12
32732.80, 0, 12
32733.00, 21, 12
32733.20, 67, 12
32733.40, 114, 12
32733.60, 154, 13
32733.80, 150, 13
32734.00, 110, 13
32734.20, 62, 13
32734.40, 15, 13
32734.60, 0, 12
32734.80, 41, 13
32735.00, 93, 14
32735.20, 148, 14
32735.40, 168, 14
32735.60, 145, 14
32735.80, 88, 14
32736.00, 41, 14
32736.20, 5, 14
32736.40, 14, 15
32736.60, 61, 14
32736.80, 105, 14
32737.00, 151, 15
32737.20, 144, 15
32737.40, 111, 15
32737.60, 72, 16
32737.80, 30, 15
32738.00, 5, 16
32738.20, 39, 16
32738.40, 69, 16
32738.60, 117, 15
32738.80, 156, 16
32739.00, 148, 17
32739.20, 126, 17
32739.40, 56, 18
32739.60, 31, 18
32739.80, 2, 18
32740.00, 53, 19
32740.20, 119, 18
32740.40, 153, 19
32740.60, 186, 19
32740.80, 169, 19
32741.00, 111, 20
32741.20, 53, 21
32741.40, 9, 20
32741.60, 7, 21
32741.80, 40, 20
32742.00, 87, 21
32742.20, 135, 21
32742.40, 154, 22
32742.60, 141, 22
32742.80, 122, 22
32743.00, 67, 24
32743.20, 18, 25
32743.40, 6, 24
32743.60, 62, 25
32743.80, 97, 25
32744.00, 146, 26
32744.20, 168, 25
32744.40, 142, 26
32744.60, 94, 26
32744.80, 41, 25
32745.00, 9, 30
32745.20, 27, 29
32745.40, 81, 30
32745.60, 132, 30
32745.80, 168, 31
32746.00, 156, 31
32746.20, 109, 32
32746.40, 54, 32
32746.60, 10, 31
32746.80, 27, 31
32747.00, 79, 38
32747.20, 131, 39
32747.40, 172, 40
32747.60, 164, 39
32747.80, 119, 39
32748.00, 67, 40
32748.20, 20, 42
32748.40, 24, 40
32748.60, 77, 41
32748.80, 129, 41
32749.00, 178, 50
32749.20, 172, 51
32749.40, 129, 53
32749.60, 73, 53
32749.80, 26, 50
32750.00, 38, 59
32750.20, 154, 149
32750.40, 146, 57
32750.60, 185, 60
32750.80, 182, 60
32751.00, 143, 74
32751.20, 92, 77
32751.40, 41, 73
32751.60, 47, 73
32751.80, 97, 74
32752.00, 159, 90
32752.20, 202, 92
32752.40, 205, 91
32752.60, 157, 90
32752.80, 107, 90
